OBJECTID,type_,desc_type,nom_plant,culture,echelle,province,nom_acquer,etat_plant,sup_adm_ha,sup_sig_ha,created_user,created_date,last_edited_user,last_edited_date,globalid,proprietaire,note,Shape__Area,Shape__Length
542,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,916,921,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,e0fbde39-d6ce-4bd5-99d6-45e0032ead26, ,En extension 2017-2018,9340256.56640625,18826.2892680362
543,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,194,191,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ccc34b01-a6fb-40c6-b620-20a06b1ebc59, , ,1942202.21923828,6942.4144571759
544,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,53,52,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,db154145-8d27-4e4d-8ff7-de81d85e0c43, , ,528007.867446899,7269.47711786877
545,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,755,745,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,516226ac-d805-4b88-9b5b-5e9685d61758, , ,7558632.33227539,14820.3807179743
546,5120000,Culture pérenne,Mashamba Idjwi Kusini / Plantation Idjwi Sud,N.I.,De 100 à 1000 hectares,, ,Abandonné,104,102,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,202f7129-681f-4888-ae96-7ddc86f2daa0, , ,1037519.70825195,5746.24025977922
547,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,215,213,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,6afe8578-795f-4373-ab1a-68d221c7e670, , ,2157456.86572266,6195.47778151741
548,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,En activité,322,318,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,977c4353-3bd8-4454-99a3-78218c6eb8db, , ,3225254.60289001,11561.1616639161
549,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,166,164,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,3293fc1b-2ac1-4a0e-8894-3767815ec140, , ,1667477.11407471,7732.85019854194
550,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,754,758,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,8dca7bdb-674d-46d8-a8c4-a9175070c1c8, , ,7690725.1262207,20611.162120963
551,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,50,49,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,2def12e2-4a3e-437b-bcdb-bf128150c790, , ,498204.053100586,3599.58442177982
552,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,1327,1311,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,24e68444-b462-41ac-900b-4f2545cc43fe, , ,13293477.630188,17716.0751831878
553,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,493,486,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,affd2fb8-933a-4ad4-8c31-ed56490f3aa7, ,Limites d'origine non détectables sur imagerie,4932118.52452087,16846.0462024962
554,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,31,30,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,2346c7a0-f7a1-4609-b468-0af22b65a279, , ,307241.810913086,4496.63533056907
555,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,557,550,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b55074b8-25bb-4870-ba0a-bb8af7d6206f, , ,5583162.27276611,11061.5902915036
556,5120000,Culture pérenne,Site Agroforestier Lufushi,Acacia,Agroforesterie communautaire,, ,Abandonné,44,44,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a097debc-ff19-457f-938a-cc340233b64d,EARDI-Gungu, ,446288.60534668,2930.51911297612
557,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,785,774,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c2203cae-6662-4ff7-bbc0-d8f14c19fa6b, , ,7855215.5763092,12795.6238526995
558,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,43,43,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,6a075dee-6467-4c3d-ba00-a181188f2c6e, , ,435183.988464355,2693.23079751028
559,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,Abandonné,201,198,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,69d91c2f-9fe1-47ea-967b-f4021d5076ac, , ,2008601.79608154,7254.99998018182
560,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,7628,7524,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,a5a12c01-fce4-4996-9cb9-9ca2c2b7b94b, , ,76322894.6903076,60377.7012517034
561,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,328,324,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,26b40f89-eec5-44ad-b419-ecad9d4245f6, , ,3281625.71191406,10485.2584629248
562,5120000,Culture pérenne,Site agroforestier abandonné de Mwembe,Acacia,Agroforesterie communautaire,, ,Abandonné,15,15,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,980921a0-c108-49e3-8a0d-e022399a370d, , ,148313.817626953,2234.80830087751
563,5120000,Culture pérenne, ,Café,De 30 à 100 hectares,, ,Abandonné,55,54,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f22b6e89-a4d8-444e-a2fa-eb8413f3cc79, ,Limites d'origine non détectables sur imagerie,545775.63659668,2994.38364933801
564,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,1560,1567,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,4f40424e-2172-4087-b745-a0256745697e, , ,15894363.5683594,26100.1779602541
565,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,449,444,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,0d80f437-37dd-4822-9ed6-e263be00a9f6, ,Limites d'origine non détectables sur imagerie,4500590.83679199,9460.53663375313
566,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,230,228,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,76f8d549-27e4-4903-bd8a-b14558ec7ace, , ,2314708.20715332,9790.39157629515
567,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,211,208,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d33b5b1c-500f-4ec1-bbf5-4591ca9a6f9c, , ,2113773.4041748,6652.63089709788
568,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,229,226,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,5d36be27-ea27-4b12-9559-11067e1d8774, ,Limites d'origine non détectables sur imagerie,2295803.85797119,7108.32312644329
569,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,124,125,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,bd9355bc-1e7a-47bd-a1cf-17d98d44a216, , ,1262637.78515625,7244.64724525585
570,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,247,244,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,308b487a-a966-409f-9cf7-3383852ca2cb, , ,2470143.50084686,8799.53523853044
